restaurant_id,name,num_reviews,latitude,longitude,timezone,location,raw_ranking,ranking_position,ranking_caba,rating,price,price_level,phone,website,email,address,postalcode,image_url,type,url,special_diets,display_hours,traveler_rating_excelente,traveler_rating_muy_bueno,traveler_rating_regular,traveler_rating_malo,traveler_rating_horrible,califications_comida,califications_servicio,califications_calidad_precio,califications_ambiente
19852324,Tónico Café,9,-34.59499,-58.39447,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.1997199058532715,1649.0,130.0,5.0,,$$ - $$$,+54 11 5506-1388,http://www.tonicocafe.com.ar,tonicosocialclub@gmail.com,"Calle Riobamba 1173, Buenos Aires C1116ABG Argentina",C1116ABG,https://media-cdn.tripadvisor.com/media/photo-o/1a/a8/84/5d/tonico-cafe.jpg,"['$$ - $$$', 'Café']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d19852324-Reviews-Tonico_Cafe-Buenos_Aires_Capital_Federal_District.html,,"[{'days': 'lun - vie', 'times': ['08:30 - 20:00']}, {'days': 'sáb', 'times': ['09:00 - 20:00']}]",7,1,0,0,0,5.0,4.5,4.5,
8724773,Tienda de Cafe,51,-34.626743,-58.441624,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.198869466781616,1656.0,131.0,4.0,,$$ - $$$,4432-0179,http://www.tiendadecafe.com.ar,,"Avenida Pedro Goyena 1002, Buenos Aires C1424BSX Argentina",C1424BSX,https://media-cdn.tripadvisor.com/media/photo-o/0d/2f/36/85/cafe-bombon.jpg,"['$$ - $$$', 'Café', 'Apto para vegetarianos']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d8724773-Reviews-Tienda_de_Cafe-Buenos_Aires_Capital_Federal_District.html,Apto para vegetarianos,"[{'days': 'dom - sáb', 'times': ['08:00 - 22:00']}]",9,28,9,3,1,3.5,3.5,3.5,
14004463,Lattente,12,-34.589,-58.42588,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.198378324508667,1660.0,132.0,4.5,,,+54 9 11 4833-1676,http://www.cafelattente.com/,info@cafelattente.com,"Calle Costa Rica 4568, Buenos Aires C1414BSH Argentina",C1414BSH,https://media-cdn.tripadvisor.com/media/photo-o/16/dd/9c/d7/photo0jpg.jpg,"['Tentempiés', 'Bar', 'Café']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d14004463-Reviews-Lattente-Buenos_Aires_Capital_Federal_District.html,,,5,3,0,1,0,,,,
7345735,Starbucks,111,-34.601143,-58.36497,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.196896314620972,1672.0,133.0,3.5,,$$ - $$$,+54 11 5530-7000,http://www.starbucks.com.ar,info@starbucks.com.ar,"Olga Cossettini 301, Buenos Aires C1107CKH Argentina",C1107CKH,https://media-cdn.tripadvisor.com/media/photo-o/07/c9/66/bc/starbucks.jpg,"['$$ - $$$', 'Café']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d7345735-Reviews-Starbucks-Buenos_Aires_Capital_Federal_District.html,,"[{'days': 'dom - sáb', 'times': ['00:00 - 23:59']}]",22,31,17,9,5,4.0,4.0,3.5,4.0
7252039,Pontificia Universidad Catolica Argentina,24,-34.612873,-58.36586,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.1967904567718506,1673.0,134.0,4.0,,$$ - $$$,,,,"Calle Alicia Moreau de Justo 1300, Buenos Aires C1107AAZ Argentina",C1107AAZ,https://media-cdn.tripadvisor.com/media/photo-o/06/f5/82/b8/pontificia-universidad.jpg,"['$$ - $$$', 'Café', 'Comida rápida']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d7252039-Reviews-Pontificia_Universidad_Catolica_Argentina-Buenos_Aires_Capital_Federal_District.html,,,6,11,2,0,0,3.5,3.5,3.5,
13328706,All Saints Cafe,29,-34.603535,-58.37803,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.1964752674102783,1676.0,135.0,4.0,,$$ - $$$,+54 11 4326-5081,http://www.allsaintscafe.com.ar,info@allsaintscafe.com.ar,"Avenida Corrientes 802, Buenos Aires C1043AAV Argentina",C1043AAV,https://media-cdn.tripadvisor.com/media/photo-o/12/9b/f7/20/espresso-bar-brew-bar.jpg,"['$$ - $$$', 'Estadounidense', 'Café']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d13328706-Reviews-All_Saints_Cafe-Buenos_Aires_Capital_Federal_District.html,,,11,6,3,2,1,3.5,3.5,3.0,
1139333,Nucha,206,-34.592632,-58.388706,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.194976329803467,1695.0,136.0,3.5,US$ 10 - US$ 20,$$ - $$$,4813-9507,http://nucha.com.ar,info@nucha.com.ar,"Parana 1343, Buenos Aires Argentina",,https://media-cdn.tripadvisor.com/media/photo-o/03/43/ca/57/nucha.jpg,"['$$ - $$$', 'Panaderías y confiterías\xa0', 'Café', 'Delicatessen']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d1139333-Reviews-Nucha-Buenos_Aires_Capital_Federal_District.html,,"[{'days': 'dom - sáb', 'times': ['08:00 - 20:00']}]",32,63,37,26,18,3.5,3.0,3.0,3.5
14643590,Tienda de Café,39,-34.595924,-58.39328,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.194457054138184,1699.0,137.0,4.0,,$$ - $$$,48117629,http://www.tiendadecafe.com.ar,,"Av. Santa Fé, 1806, Buenos Aires Argentina",,https://media-cdn.tripadvisor.com/media/photo-o/13/e7/22/ed/photo0jpg.jpg,"['$$ - $$$', 'Café', 'Argentina', 'Sudamericana']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d14643590-Reviews-Tienda_de_Cafe-Buenos_Aires_Capital_Federal_District.html,,,10,6,7,4,2,4.0,3.5,4.0,
23752609,Kira,8,-34.582027,-58.43532,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.193999052047729,1701.0,138.0,4.5,,$$ - $$$,+54 11 4928-2898,http://kiracafe.com.ar,,"Costa Rica 5685 - Palermo, Buenos Aires Argentina",,https://media-cdn.tripadvisor.com/media/photo-o/26/e1/8a/99/kira-cafe-barrio-palermo.jpg,['$$ - $$$'],https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d23752609-Reviews-Kira-Buenos_Aires_Capital_Federal_District.html,,,2,4,0,0,0,4.5,4.5,4.5,
7345219,Be Cupcake,22,-34.599728,-58.429638,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.192069292068481,1722.0,140.0,4.0,,$$ - $$$,+54 11 5880-1385,http://www.facebook.com/dw.becupcake,dwbcupcake@gmail.com,"Guardia Vieja, 4599, Buenos Aires C1414 Argentina",C1414,https://media-cdn.tripadvisor.com/media/photo-o/11/23/4a/82/cupcake-de-chocolate.jpg,"['$$ - $$$', 'Postres', 'Café', 'Sudamericana']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d7345219-Reviews-Be_Cupcake-Buenos_Aires_Capital_Federal_District.html,,"[{'days': 'dom', 'times': ['11:00 - 13:00']}, {'days': 'mar', 'times': ['10:00 - 13:00', '16:00 - 20:00']}, {'days': 'vie - dom', 'times': ['16:00 - 20:00']}, {'days': 'vie', 'times': ['10:00 - 13:00']}, {'days': 'sáb', 'times': ['10:30 - 13:00']}]",7,11,4,0,0,4.5,4.5,4.0,
10507214,Starbucks,33,-34.609486,-58.38496,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.1919496059417725,1723.0,141.0,4.0,,$$ - $$$,+54 11 5530-7000,http://www.starbucks.com.ar/,,"Avenida de Mayo 1300 Avenida de Mayo y Santiago del Estero, Buenos Aires C1085ABP Argentina",C1085ABP,https://media-cdn.tripadvisor.com/media/photo-o/16/8d/ae/7b/20190222-092020-largejpg.jpg,"['$$ - $$$', 'Café']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d10507214-Reviews-Starbucks-Buenos_Aires_Capital_Federal_District.html,,,4,12,7,0,1,4.5,4.5,3.5,
12863956,Café Martinez,37,-34.60917,-58.381992,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.1845812797546387,1789.0,1507.0,4.0,,$,+54 11 4383-7971,https://www.cafemartinez.com/,avdemayo1102@cafemartinez.com.ar,"Avenida de Mayo 1102, Buenos Aires C1085ABO Argentina",C1085ABO,https://media-cdn.tripadvisor.com/media/photo-o/12/67/16/d9/cafe-con-leche.jpg,"['$', 'Bar', 'Café', 'Comida rápida']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d12863956-Reviews-Cafe_Martinez-Buenos_Aires_Capital_Federal_District.html,Apto para vegetarianos,"[{'days': 'dom', 'times': ['12:30 - 19:30']}, {'days': 'lun - vie', 'times': ['07:30 - 20:30']}, {'days': 'sáb', 'times': ['09:00 - 19:30']}]",7,4,4,2,3,3.5,4.0,2.5,
2304148,Caffe del Doge,54,-34.60199,-58.51304,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.182220458984375,1810.0,143.0,3.5,,$$ - $$$,+5445012267,http://www.caffedeldogedevoto.blogspot.com,www.caffedeldogedevoto.blogspot.com,"Asuncion 4199, Buenos Aires Argentina",,https://media-cdn.tripadvisor.com/media/photo-o/09/56/fd/54/20151026-124909-largejpg.jpg,"['$$ - $$$', 'Café', 'Argentina', 'Sudamericana']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d2304148-Reviews-Caffe_del_Doge-Buenos_Aires_Capital_Federal_District.html,,,3,29,18,2,1,3.5,3.5,3.5,3.0
8799753,Havanna,38,-34.60187,-58.51252,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.180764675140381,1819.0,144.0,3.5,,$$ - $$$,,,,"Asuncion 4170, Buenos Aires Argentina",,https://media-cdn.tripadvisor.com/media/photo-o/12/6e/3b/78/vista-del-exterior-del.jpg,"['$$ - $$$', 'Café']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d8799753-Reviews-Havanna-Buenos_Aires_Capital_Federal_District.html,,,3,20,10,1,1,4.0,3.0,3.5,
23713196,Fauna Café & Flora,7,-34.590836,-58.42739,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.179877281188965,1830.0,145.0,5.0,,$$ - $$$,+54 11 5979-2641,,shaw.marianotomas@gmail.com,"Malabia 1578 Entre Gorriti Y Honduras, Buenos Aires C1414DMF Argentina",C1414DMF,https://media-cdn.tripadvisor.com/media/photo-o/20/f4/9c/b7/humus-toast.jpg,"['$$ - $$$', 'Café']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d23713196-Reviews-Fauna_Cafe_Flora-Buenos_Aires_Capital_Federal_District.html,,"[{'days': 'lun', 'times': ['14:30 - 20:00']}, {'days': 'mar - dom', 'times': ['09:00 - 20:00']}]",6,1,0,0,0,,,,
8476426,Mc Cafe,108,-34.589043,-58.393536,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.1796693801879883,1832.0,146.0,3.5,,$$ - $$$,,http://www.mcdonalds.com.ar,,"Vicente Lopez 2050 Recoleta Mall, Buenos Aires Argentina",,https://media-cdn.tripadvisor.com/media/photo-o/12/7a/92/37/mc-cafe.jpg,"['$$ - $$$', 'Café']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d8476426-Reviews-Mc_Cafe-Buenos_Aires_Capital_Federal_District.html,,,9,40,26,9,6,3.5,3.5,3.5,
11958942,NEGRO. Cueva de cafe,18,-34.60155,-58.38575,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.177490234375,1842.0,147.0,4.5,,$,,https://www.facebook.com/NEGROCUEVADECAFE/,info@negrocuevadecafe.com,"Calle Tucuman 1327, Buenos Aires C1050AAA Argentina",C1050AAA,https://media-cdn.tripadvisor.com/media/photo-o/11/d6/12/26/suipacha.jpg,"['$', 'Café', 'Comida rápida', 'Argentina']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d11958942-Reviews-NEGRO_Cueva_de_cafe-Buenos_Aires_Capital_Federal_District.html,,"[{'days': 'lun - vie', 'times': ['07:00 - 18:00']}]",8,4,0,1,1,4.0,4.0,4.0,
14105648,La Unión Cafe,9,-34.60524,-58.37802,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.174954652786255,1860.0,148.0,5.0,US$ 2 - US$ 10,$$ - $$$,+54 11 5119-4130,http://www.facebook.com/laUcafe/,,"Esmeralda 266, Buenos Aires Argentina",,https://media-cdn.tripadvisor.com/media/photo-o/17/6b/a8/3a/filtrado.jpg,"['$$ - $$$', 'Café', 'Comida rápida']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d14105648-Reviews-La_Union_Cafe-Buenos_Aires_Capital_Federal_District.html,,"[{'days': 'lun - vie', 'times': ['08:00 - 17:30']}]",9,0,0,0,0,,,,
7812063,Tienda de Cafe,100,-34.59844,-58.40379,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.169212102890014,1908.0,149.0,3.5,,$$ - $$$,+54 11 4962-3978,http://www.tiendadecafe.com.ar,hola@tiendadecafe.com.ar,"Avenida Cordoba 2601 Paraguay 665, Buenos Aires C1187AAA Argentina",C1187AAA,https://media-cdn.tripadvisor.com/media/photo-o/0d/ad/9f/c4/delicioso-cafe-com-leite.jpg,"['$$ - $$$', 'Café', 'Apto para vegetarianos']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d7812063-Reviews-Tienda_de_Cafe-Buenos_Aires_Capital_Federal_District.html,Apto para vegetarianos,"[{'days': 'dom', 'times': ['09:00 - 21:00']}, {'days': 'lun - sáb', 'times': ['07:00 - 21:00']}]",10,32,20,4,7,3.5,3.5,3.5,
7688065,Central Cook,89,-34.568687,-58.443695,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.1684212684631348,1919.0,150.0,3.5,,$$ - $$$,+54 11 4774-0111,https://www.facebook.com/centralcook/,,"Av. Federico Lacroze 2300, esquina 3 de Febrero- Barrio Colegiales-, Buenos Aires C1426 Argentina",C1426,https://media-cdn.tripadvisor.com/media/photo-o/0d/c0/83/54/photo1jpg.jpg,"['$$ - $$$', 'Café', 'Apto para vegetarianos']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d7688065-Reviews-Central_Cook-Buenos_Aires_Capital_Federal_District.html,Apto para vegetarianos,"[{'days': 'dom', 'times': ['10:30 - 21:00']}, {'days': 'lun - sáb', 'times': ['08:30 - 21:00']}]",19,39,17,6,7,4.0,3.5,3.5,4.5
4589906,Panini,34,-34.56662,-58.43155,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.1666622161865234,1939.0,151.0,3.5,,$$ - $$$,+54 11 4807-4100,http://www.paniniba.com,,"Libertador, Buenos Aires Argentina",,https://media-cdn.tripadvisor.com/media/photo-o/08/d1/71/76/panini.jpg,"['$$ - $$$', 'Latina', 'Café', 'Española']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d4589906-Reviews-Panini-Buenos_Aires_Capital_Federal_District.html,,"[{'days': 'dom - jue', 'times': ['08:00 - 00:00']}, {'days': 'vie - sáb', 'times': ['08:00 - 01:00']}]",4,11,11,1,0,4.0,3.5,3.0,
9943442,Tienda De Cafe,59,-34.604393,-58.38092,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.1660139560699463,1944.0,152.0,3.5,,$$ - $$$,+54 11 5199-5723,http://www.tiendadecafe.com.ar,,"Carlos Pellegrini 341, Buenos Aires Argentina",,https://media-cdn.tripadvisor.com/media/photo-o/14/eb/96/e1/the-salad-with-chicken.jpg,"['$$ - $$$', 'Café']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d9943442-Reviews-Tienda_De_Cafe-Buenos_Aires_Capital_Federal_District.html,,,6,16,16,2,3,3.5,3.5,3.5,
11908939,Otero Cafe,32,-34.62016,-58.43402,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.164281129837036,1958.0,153.0,4.0,,$$ - $$$,+54 11 2077-6431,http://www.oterocafe.com,,"Calle Guayaquil 389, Buenos Aires C1424CAI Argentina",C1424CAI,https://media-cdn.tripadvisor.com/media/photo-o/0d/ee/ce/bd/local.jpg,"['$$ - $$$', 'Café', 'Argentina', 'Sudamericana']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d11908939-Reviews-Otero_Cafe-Buenos_Aires_Capital_Federal_District.html,Apto para vegetarianos,"[{'days': 'dom - sáb', 'times': ['07:30 - 20:30']}]",6,19,3,1,2,4.0,3.5,4.0,
12878011,Tostado Cafe Club,38,-34.595196,-58.379997,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.1639859676361084,1964.0,154.0,3.5,,$$ - $$$,+54 800-555-2233,http://www.tostadocafeclub.com/,,"Avenida Santa Fe 909 Esquina Suipacha, Buenos Aires C1059ABD Argentina",C1059ABD,https://media-cdn.tripadvisor.com/media/photo-o/17/9e/03/89/vista.jpg,"['$$ - $$$', 'Tentempiés', 'Café', 'Opciones veganas']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d12878011-Reviews-Tostado_Cafe_Club-Buenos_Aires_Capital_Federal_District.html,,"[{'days': 'lun - vie', 'times': ['08:00 - 20:00']}]",4,14,4,4,3,4.0,3.5,3.0,
10049205,Starbucks,29,-34.57153,-58.42283,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.163879632949829,1966.0,155.0,4.0,,$$ - $$$,,http://www.starbucks.com,,"Avenida Del Libertador 3883 Local 16, Buenos Aires C1425ABL Argentina",C1425ABL,https://media-cdn.tripadvisor.com/media/photo-o/0d/75/7d/20/ta-img-20161029-164014.jpg,"['$$ - $$$', 'Café']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d10049205-Reviews-Starbucks-Buenos_Aires_Capital_Federal_District.html,,,4,6,7,3,1,4.0,4.0,4.0,
10598356,Convite,17,-34.59183,-58.38434,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.163727283477783,1968.0,156.0,4.5,,$$ - $$$,48132105,http://www.convite.com.ar,info@convite.com.ar,"Calle Libertad 1356 Casi avenida Alvear, Buenos Aires C1016ABB Argentina",C1016ABB,https://media-cdn.tripadvisor.com/media/photo-o/18/dc/de/d9/mini-cakes-and-coffee.jpg,"['$$ - $$$', 'Postres', 'Café', 'Argentina']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d10598356-Reviews-Convite-Buenos_Aires_Capital_Federal_District.html,Apto para vegetarianos,"[{'days': 'lun - vie', 'times': ['08:00 - 20:00']}, {'days': 'sáb', 'times': ['09:00 - 20:00']}]",6,8,1,0,0,4.5,4.5,4.5,
9710774,Café LOBO,185,-34.612713,-58.363865,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.162200927734375,1979.0,157.0,3.5,,$$ - $$$,+54 11 4517-8195,http://www.facebook.com/Lobo-Caf%C3%A9-Puerto-Madero-693465434086941,consultas@lobo.cafe,"Pierina Dealessi 1330 Ciudad Autónoma de Buenos Aires, Buenos Aires C1107CDH Argentina",C1107CDH,https://media-cdn.tripadvisor.com/media/photo-o/16/93/4e/be/photo0jpg.jpg,"['$$ - $$$', 'Café', 'Delicatessen', 'Gastropub']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d9710774-Reviews-Lobo_Cafe-Buenos_Aires_Capital_Federal_District.html,Apto para vegetarianos,"[{'days': 'dom - sáb', 'times': ['08:00 - 23:59']}]",36,38,32,21,21,3.5,3.5,2.5,
7986690,Caffeine,20,-34.56447,-58.46304,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.1613471508026123,1988.0,158.0,4.0,,$$ - $$$,48964735,,,"Conesa 2199 Esquina Conesa y Mendoza, Buenos Aires C1428CUH Argentina",C1428CUH,https://media-cdn.tripadvisor.com/media/photo-o/09/d9/37/80/caffeine.jpg,"['$$ - $$$', 'Café', 'Sudamericana', 'Apto para vegetarianos']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d7986690-Reviews-Caffeine-Buenos_Aires_Capital_Federal_District.html,"Apto para vegetarianos, Opciones veganas","[{'days': 'dom', 'times': ['11:00 - 18:00']}, {'days': 'lun - vie', 'times': ['08:00 - 20:00']}, {'days': 'sáb', 'times': ['09:30 - 20:00']}]",4,11,5,0,0,4.0,3.0,3.0,
23363623,Oh! Tea,9,-34.557426,-58.448772,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.159654378890991,2005.0,159.0,4.5,,$,,http://www.ohtea.com.ar,info@ohtea.com.ar,"Calle Juramento 1600, Buenos Aires C1428DMT Argentina",C1428DMT,https://media-cdn.tripadvisor.com/media/photo-o/1c/f5/0e/82/bubble-tea-se-pueden.jpg,['$'],https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d23363623-Reviews-Oh_Tea-Buenos_Aires_Capital_Federal_District.html,,,6,1,0,1,0,4.0,4.0,3.5,
23694793,Bioma Cafè,6,-34.581566,-58.43546,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.159311294555664,2006.0,160.0,4.5,,$$ - $$$,,http://www.facebook.com/pages/category/product-service/bioma-cafe-112500563733566/,biomacafe@gmail.com,"Bonpland 1920 intersecciòn Costa Rica- Barrio Palermo-, Buenos Aires C1414CMZ Argentina",C1414CMZ,https://media-cdn.tripadvisor.com/media/photo-o/21/e0/92/57/tomando-un-ice-te-mientras.jpg,"['$$ - $$$', 'Saludable']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d23694793-Reviews-Bioma_Cafe-Buenos_Aires_Capital_Federal_District.html,,,2,2,0,0,0,,,,
17338535,Trippin' Cafe,12,-34.596878,-58.37703,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.158376693725586,2014.0,161.0,4.5,,$$ - $$$,,,trippincafeok@gmail.com,"Calle Maipu 944, Buenos Aires C1006ACN Argentina",C1006ACN,https://media-cdn.tripadvisor.com/media/photo-o/1b/07/d1/e2/avo-smash-with-two-eggs.jpg,"['$$ - $$$', 'Café', 'Internacional', 'Bar de vinos']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d17338535-Reviews-Trippin_Cafe-Buenos_Aires_Capital_Federal_District.html,,"[{'days': 'lun', 'times': ['08:00 - 18:00']}, {'days': 'mar', 'times': ['08:00 - 20:00']}, {'days': 'mié', 'times': ['08:00 - 21:00']}, {'days': 'jue - vie', 'times': ['08:00 - 22:00']}]",5,3,0,0,1,,5.0,5.0,
12309751,Divino Budín,10,-34.59016,-58.39884,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.157926321029663,2019.0,162.0,4.5,,,+54 11 4806-0822,http://www.divinobudin.com/,,"Larrea 1472 Entre Pena & French, Buenos Aires C1117ABN Argentina",C1117ABN,https://media-cdn.tripadvisor.com/media/photo-o/15/bf/71/cb/divino-budin.jpg,"['Argentina', 'Sudamericana']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d12309751-Reviews-Divino_Budin-Buenos_Aires_Capital_Federal_District.html,,"[{'days': 'lun - vie', 'times': ['10:00 - 20:00']}, {'days': 'sáb - dom', 'times': ['10:00 - 18:00']}]",8,1,1,0,0,,,,
12937669,Le Coq Cafe,14,-34.56654,-58.433846,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.155970573425293,2031.0,163.0,4.5,,$,+54 11 4140-2814,http://lecoqcafe.com.ar,info@lecoqcafe.com.ar,"Calle Migueletes 789, Buenos Aires C1426BUG Argentina",C1426BUG,https://media-cdn.tripadvisor.com/media/photo-o/12/c6/ef/d3/paris-cafe-resto.jpg,"['$', 'Francesa', 'Café', 'Delicatessen']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d12937669-Reviews-Le_Coq_Cafe-Buenos_Aires_Capital_Federal_District.html,,,9,3,0,0,1,4.5,4.5,4.5,
7336487,Chef Leon,82,-34.551987,-58.453484,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.1544082164764404,2049.0,164.0,3.5,,$$ - $$$,+54 11 4785-2233,https://www.facebook.com/chefleon.resto/,,"Montañeses 2698 Manuel Ugarte, Buenos Aires C1428BSP Argentina",C1428BSP,https://media-cdn.tripadvisor.com/media/photo-o/09/7a/e4/82/chef-leon.jpg,"['$$ - $$$', 'Café', 'Apto para vegetarianos']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d7336487-Reviews-Chef_Leon-Buenos_Aires_Capital_Federal_District.html,,,9,42,12,8,7,4.0,3.5,3.5,4.0
2441006,Stylo Cafe,34,-34.60133,-58.512764,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.154278516769409,2050.0,165.0,4.0,,$$ - $$$,,http://www.stylocafe.com,,"Fernandez de Enciso 3934, Buenos Aires Argentina",,https://media-cdn.tripadvisor.com/media/photo-o/13/bf/78/fe/photo0jpg.jpg,"['$$ - $$$', 'Café', 'Argentina', 'Sudamericana']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d2441006-Reviews-Stylo_Cafe-Buenos_Aires_Capital_Federal_District.html,,,11,12,7,2,2,3.5,4.0,4.0,4.0
7375501,Tobas Cafe,25,-34.60714,-58.3753,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.1540777683258057,2052.0,166.0,4.0,,$$ - $$$,,https://www.facebook.com/TobasCafe,,"Avenida Roque Saenz Pena 624, Buenos Aires C1035AAO Argentina",C1035AAO,https://media-cdn.tripadvisor.com/media/photo-o/0d/05/0b/d1/20160919-112623-largejpg.jpg,"['$$ - $$$', 'Café', 'Argentina', 'Sudamericana']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d7375501-Reviews-Tobas_Cafe-Buenos_Aires_Capital_Federal_District.html,,,4,7,4,0,0,3.5,3.5,3.5,
4725552,Sweetly,21,-34.59103,-58.40441,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.152343988418579,2067.0,167.0,4.0,,$$ - $$$,+54 11 4826-2572,,,"Beruti 2810, Buenos Aires Argentina",,https://media-cdn.tripadvisor.com/media/photo-o/08/47/fe/86/sweetly.jpg,"['$$ - $$$', 'Panaderías y confiterías\xa0', 'Café', 'Argentina']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d4725552-Reviews-Sweetly-Buenos_Aires_Capital_Federal_District.html,,,2,13,3,0,0,4.0,4.0,3.5,
11641882,Starbucks,24,-34.59948,-58.37538,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.1508119106292725,2086.0,168.0,4.0,,$$ - $$$,,http://www.starbucks.com,,"Florida 960, Florida Plaza, Buenos Aires C1005AAO Argentina",C1005AAO,https://media-cdn.tripadvisor.com/media/photo-o/0e/9f/26/77/photo0jpg.jpg,"['$$ - $$$', 'Estadounidense', 'Café']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d11641882-Reviews-Starbucks-Buenos_Aires_Capital_Federal_District.html,,,2,6,7,1,0,3.5,3.5,3.0,
